# ['%Data file recorded 2013/5/16  10:48:6']
# ["% recording topics: ['/Velocity', '/visualTracker/object']"]
# ['% Columns: ']
# ['% seq0 | time1 | LPos2 | RPos3 | LPWM4 | RPWM5| GyroX6 | GryoY7 | GryoZ8 | GryoZAvg9 | AX10 | AY11 | AZ12 |LEMF13 | REMF14 | optX15 optY16 optAng17 | Vel18 Ang19']
  0.502   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.000   0.000  
  0.510   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.125  -1.303  
  0.519   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.125  -1.303  
  0.532   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.125  -1.303  
  0.540   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.125  -1.303  
  0.553   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.125  -1.303  
  0.565   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.124  -1.252  
  0.565   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.040   0.077   0.124  -1.252  
  0.583   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.035  -0.039   0.106   0.124  -1.252  
  0.583   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.035  -0.039   0.106   0.123  -1.303  
  0.594   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.035  -0.039   0.106   0.127  -1.300  
  0.606   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.039   0.105   0.128  -1.300  
  0.633   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.039   0.105   0.128  -1.300  
  0.633   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.039   0.105   0.125  -1.212  
  0.642   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.043   0.084   0.125  -1.212  
  0.650   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.043   0.084   0.125  -1.212  
  0.674   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.043   0.084   0.125  -1.212  
  0.688   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.034  -0.043   0.084   0.123  -1.234  
  0.688   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.032  -0.044   0.079   0.123  -1.234  
  0.697   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.032  -0.044   0.079   0.123  -1.234  
  0.706   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.032  -0.044   0.079   0.122  -1.268  
  0.734   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.048   0.078   0.122  -1.268  
  0.734   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.048   0.078   0.115  -1.380  
  0.743   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.048   0.078   0.115  -1.380  
  0.754   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.030  -0.046   0.077   0.116  -1.385  
  0.763   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.030  -0.046   0.077   0.116  -1.385  
  0.776   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.109  -1.634  
  0.789   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.106  -1.684  
  0.798   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.104  -1.731  
  0.807   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.104  -1.731  
  0.818   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.101  -1.791  
  0.828   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.101  -1.791  
  0.839   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.099  -1.845  
  0.849   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.099  -1.845  
  0.860   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.099  -1.845  
  0.869   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.099  -1.845  
  0.880   0.000   0.000     0     0     0     0     0     0     0     0     0     0     0   1.031  -0.041   0.108   0.094  -1.950  
